"MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","1-1_ActivityCycle","5-1_AdultBodyMass_g","8-1_AdultForearmLen_mm","13-1_AdultHeadBodyLen_mm","2-1_AgeatEyeOpening_d","3-1_AgeatFirstBirth_d","18-1_BasalMetRate_mLO2hr","5-2_BasalMetRateMass_g","6-1_DietBreadth","7-1_DispersalAge_d","9-1_GestationLen_d","12-1_HabitatBreadth","22-1_HomeRange_km2","22-2_HomeRange_Indiv_km2","14-1_InterbirthInterval_d","15-1_LitterSize","16-1_LittersPerYear","17-1_MaxLongevity_m","5-3_NeonateBodyMass_g","13-2_NeonateHeadBodyLen_mm","21-1_PopulationDensity_n/km2","10-1_PopulationGrpSize","23-1_SexualMaturityAge_d","10-2_SocialGrpSize","24-1_TeatNumber","12-2_Terrestriality","6-2_TrophicLevel","25-1_WeaningAge_d","5-4_WeaningBodyMass_g","13-3_WeaningHeadBodyLen_mm","References","5-5_AdultBodyMass_g_EXT","16-2_LittersPerYear_EXT","5-6_NeonateBodyMass_g_EXT","5-7_WeaningBodyMass_g_EXT","26-1_GR_Area_km2","26-2_GR_MaxLat_dd","26-3_GR_MinLat_dd","26-4_GR_MidRangeLat_dd","26-5_GR_MaxLong_dd","26-6_GR_MinLong_dd","26-7_GR_MidRangeLong_dd","27-1_HuPopDen_Min_n/km2","27-2_HuPopDen_Mean_n/km2","27-3_HuPopDen_5p_n/km2","27-4_HuPopDen_Change","28-1_Precip_Mean_mm","28-2_Temp_Mean_01degC","30-1_AET_Mean_mm","30-2_PET_Mean_mm"
"Chiroptera","Vespertilionidae","Neoromicia","tenuipinnis","Neoromicia tenuipinnis",0,5.35,30.06,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"892;1658;2143;2151;2655",0,0,0,0,6710058.7,12.81,10.08,0.01,41.15,16.7,12.18,0,44.28,1,0.13,127.51,230.5,1104.73,1553.55
"Chiroptera","Vespertilionidae","Neoromicia","zuluensis","Neoromicia zuluensis",0,4.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"44;1257;2143",0,0,0,0,1155340.3,17.07,27.64,22.81,32.54,13.67,23.1,0,15,0,0.1,40.85,201.2,565.18,1305.42
"Erinaceomorpha","Erinaceidae","Neotetracus","sinensis","Neotetracus sinensis",1,0,0,117.06,0,0,0,0,1,0,0,1,0,0,0,4.28,2,0,0,0,0,0,0,0,8,1,3,0,0,0,"678;1297;1456",40,0,0,0,137875.24,30.06,21.48,26.22,105.2,7.65,101.47,1,2.75,8,0.07,134.5,87.51,3.06,1158.5
"Rodentia","Cricetidae","Neotoma","albigula","Neotoma albigula",1,208.18,0,175.47,14.7,0,134.5,183,2,0,37,1,0.000107,0.00028,40,2.14,2,2.4,11.21,0,610.11,0,4.14,1,0,1,1,33.5,103.3,0,"543;952;1297;1822;1850;2435;2473;2572;2655;2888;2924",0,0,0,0,1807368.42,30.02,10.51,20.26,8.4,116.85,107.63,0,10.06,0,0.1,30.34,158.36,485.4,1148.58
"Rodentia","Cricetidae","Neotoma","angustapalata","Neotoma angustapalata",0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,613.18,23.57,22.45,23.01,8.77,0,0.33,6,26.4,6,0.08,54.61,221.57,34.68,1452.44
"Rodentia","Cricetidae","Neotoma","anthonyi","Neotoma anthonyi",0,105.4,0,170.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"687;2655",0,0,0,0,0.66,31.82,31.8,31.81,116.7,116.8,116.8,6,6,6,0.2,0,0,0,0
"Rodentia","Cricetidae","Neotoma","bryanti","Neotoma bryanti",0,182,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.02,0,0,0,0,0,0,0,0,0,"64;2655",0,0,0,0,360.55,28.37,28.03,28.2,115.14,115.35,115.25,8,8,8,0.14,0,0,0,0
"Rodentia","Cricetidae","Neotoma","bunkeri","Neotoma bunkeri",0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,0.15,26.12,26.08,26.1,111.25,111.2,111.27,4,4,4,0,0,0,0,0
"Rodentia","Cricetidae","Neotoma","chrysomelas","Neotoma chrysomelas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1297",0,0,0,0,20001.48,15.08,12.44,13.76,85.62,88.21,86.02,21,80.02,28,0.16,122.37,200.73,1143.64,1607.86
"Rodentia","Cricetidae","Neotoma","cinerea","Neotoma cinerea",1,285.8,0,208.06,14.5,0,168.5,205.1,3,0,20.6,0,0.03,0.04,30,3.45,1.5,0,14.4,0,0,0,525,4,0,0,1,26.35,3.36,0,"879;952;1215;1297;1573;1594;1822;1849;2652;2655;2924",0,0,0,0,3606500.01,65.62,34.55,50,100.14,138.08,110.56,0,7.53,0,0.08,40.78,33.34,356.18,668.38
"Rodentia","Cricetidae","Neotoma","devia","Neotoma devia",0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,73864,36.51,32.02,34.26,111.23,114.03,113.08,0,15.62,0,0.2,18.87,167,270.45,1121.1
"Rodentia","Cricetidae","Neotoma","floridana","Neotoma floridana",1,240.16,0,212.67,17,0,0,0,3,0,34.84,0,0.00176,0.00104,83,3.11,2.5,36,14.04,66,273.08,0,175.38,1,0,0,1,37.31,45,0,"543;730;1122;1297;1328;1417;1849;2197;2240;2317;2362;2655;2924;3019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Neotoma","fuscipes","Neotoma fuscipes",0,213.26,0,207.38,14,0,148.54,186.85,0,0,33.21,0,0.00176,0.00186,0,2.7,1.75,0,13.15,0,1700,0,0,1,0,0,0,27.4,0,0,"547;697;730;819;1297;1573;1822;1849;1944;2655;2924;3072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Neotoma","goldmani","Neotoma goldmani",0,108,0,144.06,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1396;2655",0,0,0,0,171526.5,28,21.06,24.08,0.42,104.82,102.12,1,10.86,2,0.07,25.72,167.75,500.27,1101.34
"Rodentia","Cricetidae","Neotoma","lepida","Neotoma lepida",1,143.88,0,163.73,13.05,0,0.6,110.2,1,0,32,2,0.00111,0.00141,60,2.7,3.5,0,0.36,0,674.58,0,4.5,0,0,2,1,33.24,34.04,0,"531;730;808;878;1215;1297;1573;1822;1849;1944;2572;2655;2921;2924",0,0,0,0,84444,44.14,22.86,33.5,107.61,121.07,114.7,0,33.04,0,0.11,20.02,115.33,283.23,1004.02
"Rodentia","Cricetidae","Neotoma","leucodon","Neotoma leucodon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Neotoma","macrotis","Neotoma macrotis",0,225.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Neotoma","magister","Neotoma magister",0,447,0,0,20,0,0,0,0,0,33.43,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,25.8,0,0,"2311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Neotoma","martinensis","Neotoma martinensis",0,240.16,0,184.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"689;2655",0,0,0,0,2.8,30.4,30.47,30.48,116,116.12,116.11,6,6,6,0.2,0,0,0,0
"Rodentia","Cricetidae","Neotoma","mexicana","Neotoma mexicana",1,203,0,184.13,0,0,0,0,5,0,33.21,0,0,0,0,2.5,2,0,10.4,0,132.62,0,50.82,0,0,0,1,0,0,0,"482;684;730;925;1297;1594;2183;2655;2924",0,0,0,0,1701170.01,40.08,13.62,27.3,88.01,112,100.45,0,46.5,0,0.1,47.48,157.42,628.65,1250.72
"Chiroptera","Vespertilionidae","Nyctophilus","nebulosus","Nyctophilus nebulosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,101.05,22.07,22.2,22.13,166.58,166.48,166.53,10,10,10,0.11,0,108,0,0
"Chiroptera","Vespertilionidae","Nyctophilus","timoriensis","Nyctophilus timoriensis",0,11.02,43.4,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,3,0,0,0,"196;1297;1384;1658;1835;2143;2151;2186;2655;2719;3023",0,0,0,0,2083863.67,7.12,43.03,25.07,152.05,114,133.47,0,4.8,0,0.02,30.42,176.42,445.01,1138.22
"Chiroptera","Vespertilionidae","Nyctophilus","walkeri","Nyctophilus walkeri",0,4.44,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"1658;2151;2622;2655",0,0,0,0,376608.55,11.11,18.34,14.72,130.05,124.36,132.15,0,1.07,0,0.00446,80.68,268.42,842.03,1773.61
"Lagomorpha","Ochotonidae","Ochotona","alpina","Ochotona alpina",0,150,0,175,0,0,0,0,0,0,28.08,1,0,0,0,3.07,2,36,8.1,0,812.4,0,377.57,0,0,1,0,21,0,0,"95;401;1297;2646;2647;2655",0,0,0,0,880723.78,54.55,38.02,46.28,123.71,83.03,103.82,0,2.88,1,0.02,23.77,63.82,303.38,488.71
"Lagomorpha","Ochotonidae","Ochotona","argentata","Ochotona argentata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,1253.73,30.12,38.41,38.77,106.03,105.62,105.83,2,75.5,2,0.07,11,66.8,100.66,684.36
"Lagomorpha","Ochotonidae","Ochotona","cansus","Ochotona cansus",0,68.75,0,134.5,0,0,0,0,1,0,24.4,2,0.000567,6e-04,0,3.65,2.25,60,0,0,0,0,413.84,0,0,1,1,18,0,0,"1315;2647",0,0,0,0,767181.2,30.57,20.2,34.43,112.42,3.5,103,0,30.2,1,0.05,81.07,10.31,520.48,806.02
"Lagomorpha","Ochotonidae","Ochotona","collaris","Ochotona collaris",3,120,0,187.44,0,365,0,0,2,0,0,1,0.001,0.0013,0,3.35,2,72,0,0,733.17,0,374.3,0,0,1,1,0,0,0,"466;543;1297;1846;2646;2647;2655",0,0,0,0,1151823.27,60.45,50.28,64.37,124.07,155.86,130.07,0,0.13,0,0.01,38.66,3.52,212.75,238.5
"Lagomorpha","Ochotonidae","Ochotona","curzoniae","Ochotona curzoniae",2,150.47,0,170,0,0,0,0,1,0,22.5,2,0.00107,0.00101,0,4.3,3.5,0,11.2,57.6,10000,0,0,0,0,1,1,0,0,0,"401;1297;1315;1573;2646;2647;2988",0,0,0,0,2326434.58,40.5,27.52,34.06,102.16,78,0.08,0,4.5,0,0.05,40.51,47.58,346.07,786.7
"Lagomorpha","Ochotonidae","Ochotona","dauurica","Ochotona dauurica",0,131.01,0,180,0,365,0,0,3,0,30,2,0,0,0,5.01,2.25,0,0,0,5400,0,4.3,0,0,1,1,0,0,0,"95;401;1297;1315;2646;2647;2988",0,0,0,0,2072204.68,52.4,33.08,42.78,120.31,88.2,104.26,0,27.87,0,0.06,22.8,2.41,312.5,508.76
"Lagomorpha","Ochotonidae","Ochotona","erythrotis","Ochotona erythrotis",0,0,0,245,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"401;2647",412.45,0,0,0,304635,40.11,32.3,36.25,102.27,86.82,4.54,0,12.3,0,0.04,43.71,48.5,306.14,750.35
"Lagomorpha","Ochotonidae","Ochotona","forresti","Ochotona forresti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,312212.22,20.5,25.64,27.57,100.44,87.65,4.04,1,48.45,1,0.1,174.58,67.23,5.18,1180.14
"Lagomorpha","Ochotonidae","Ochotona","gaoligongensis","Ochotona gaoligongensis",0,0,0,167.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2647;3106",136.5,0,0,0,4.8,27.76,27.73,27.74,8.47,8.45,8.46,5,5,5,0.25,105,113,8,1117
"Lagomorpha","Ochotonidae","Ochotona","gloveri","Ochotona gloveri",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2647",0,0,0,0,205501,33.8,26.43,30.11,100.63,6.82,8.72,1,0.71,2,0.07,152.24,16.18,682.43,25.46
"Lagomorpha","Ochotonidae","Ochotona","himalayana","Ochotona himalayana",0,0,0,165.5,0,0,0,0,0,0,0,1,0,0,0,3.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2647;2988",132,0,0,0,35408.06,30.41,27.01,20.16,7.42,84.02,0.72,0,21.4,0,0.06,102.73,84.18,886.87,1007.05
"Lagomorpha","Ochotonidae","Ochotona","hoffmanni","Ochotona hoffmanni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,30238.14,51.73,48.67,50.2,107.63,103.86,105.74,2,10.83,2,0.25,20.52,31.4,350.65,476.12
"Lagomorpha","Ochotonidae","Ochotona","huangensis","Ochotona huangensis",0,105.33,0,156.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2612",0,0,0,0,166222.22,35.6,30.05,33.28,110.04,101.47,105.76,4,113.36,6,0.06,50.62,70.46,601.73,853.28
"Lagomorpha","Ochotonidae","Ochotona","hyperborea","Ochotona hyperborea",0,120,0,160,0,0,0,0,0,0,28,1,0.00215,0.00257,0,3.02,0,0,0.5,0,3376.38,0,0,0,0,1,0,0,0,0,"401;1210;2647",0,0,0,0,10228047.77,74.8,30.08,56.04,170,60.01,120.45,0,5.75,0,0.04,28.26,2.2,278.27,320.26
"Lagomorpha","Ochotonidae","Ochotona","iliensis","Ochotona iliensis",0,0,0,203.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2647;2988",240.3,0,0,0,57046.16,45.14,42.63,43.8,88.01,80.77,84.3,4,27.8,5,0,15.53,17.06,244.57,711.18
"Lagomorpha","Ochotonidae","Ochotona","koslowi","Ochotona koslowi",3,0,0,230,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"401;899;2647;2988",388.57,0,0,0,38543.68,38.5,36.71,37.65,0.33,87.6,88.07,0,0,0,0,20.76,2.6,43.04,700.42
"Lagomorpha","Ochotonidae","Ochotona","ladacensis","Ochotona ladacensis",0,0,0,177.4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"401;2647",162.3,0,0,0,726242.14,30.6,32.34,35.07,6.72,76.21,86.47,0,2.87,0,0.05,18.63,61.26,123.04,740.13
"Lagomorpha","Ochotonidae","Ochotona","macrotis","Ochotona macrotis",0,204.75,0,178.5,0,0,0,0,0,0,0,1,0,0,0,4.23,2,0,0,0,1200,0,371.23,0,0,1,0,0,0,0,"25;401;1297;1315;2646;2647;2655",0,0,0,0,2201066.15,44.16,25.28,34.72,104.18,71.48,87.83,0,27.27,0,0.06,67.32,15.75,444,882
"Lagomorpha","Ochotonidae","Ochotona","muliensis","Ochotona muliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,27843.24,27.77,25.87,26.82,102.28,100.58,101.43,23,70.57,23,0.06,113.25,124.88,820.1,1105.88
"Lagomorpha","Ochotonidae","Ochotona","nigritia","Ochotona nigritia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,10.68,26.02,25,26,8.64,8.6,8.62,34,54.04,34,0.07,144.07,10.07,1154.85,1282.47
"Lagomorpha","Ochotonidae","Ochotona","nubrica","Ochotona nubrica",0,0,0,150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"401;2647",100.05,0,0,0,564020.82,35.57,27.42,31.4,4.02,77.64,86.28,0,14.67,0,0,71.46,30.36,580.28,48.8
"Lagomorpha","Ochotonidae","Ochotona","pallasi","Ochotona pallasi",0,0,0,0,0,0,0,0,0,0,25,2,0.00175,0.00188,0,7.45,2.5,48,7,0,10000,0,365,0,0,1,0,10.44,0,0,"95;1297;2646;2647",0,0,0,0,723508,51.23,30.16,45.2,114.21,70.35,2.28,0,4.5,0,0.03,18.08,5.21,220.4,570.5
"Lagomorpha","Ochotonidae","Ochotona","princeps","Ochotona princeps",3,157.63,0,100,7,0,166.77,100,2,0,30.44,1,0.00111,0.00137,30.41,2.88,2,84,11,0,774.5,1,374.3,0,0,1,1,26.45,88.4,0,"466;543;730;1004;1015;1297;1494;1573;1822;1849;1879;2314;2338;2586;2620;2646;2647;2648;2655",0,0,0,0,1346175.06,54.58,35.26,44.02,103.58,127.78,115.68,0,10.06,0,0.1,30.5,43.58,374.48,760.08
"Lagomorpha","Ochotonidae","Ochotona","pusilla","Ochotona pusilla",0,142.5,0,157,0,0,0,0,1,0,21,2,0,0,0,8.5,3.5,48,6.74,0,3270,0,31.87,0,0,1,1,21,0,0,"95;401;543;1297;2646;2647;2655",0,0,0,0,1451427.17,54.62,46.44,50.53,86.55,50.83,68.6,0,8.17,0,0.00532,24.3,26.8,318.01,526.04
"Lagomorpha","Ochotonidae","Ochotona","roylei","Ochotona roylei",0,260,0,177.71,0,0,0,0,0,0,0,1,0,0,0,3,1.5,0,7,0,1172.6,0,335.51,0,4,1,0,21,0,0,"25;95;401;1297;2646;2647;2655",0,0,0,0,382682.2,37.27,27.42,32.34,87.65,73.11,80.38,0,33.44,0,0,48.02,36.12,487.04,50.47
"Artiodactyla","Bovidae","Pelea","capreolus","Pelea capreolus",3,22731.33,0,0,0,0,0,0,2,0,260,1,0,0,0,1,0,147.06,0,0,18.71,0,0,10.25,4,1,1,0,0,0,"543;730;869;1297;1525;1848;2629;2655;2693;2986",0,0,0,0,866217.26,22.5,34.83,28.71,31.75,16.02,24.34,0,34.26,1,0.1,42.22,164.23,502.41,1148
"Rodentia","Muridae","Pelomys","campanae","Pelomys campanae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,181683.5,5.03,12.15,8.5,15.77,12.27,14.02,5,37.47,5,0.21,2.11,227.53,1017.04,1520.67
"Rodentia","Muridae","Pelomys","fallax","Pelomys fallax",0,120.46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,83.2,0,0,0,0,0,0,0,0,0,"370;730;1297;2655",0,0,0,0,5222570.33,0.64,22.67,11.66,40.84,11.73,26.28,1,26.02,1,0.17,80,221.43,20.52,1485.47
"Rodentia","Muridae","Pelomys","hopkinsi","Pelomys hopkinsi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,31127.3,0.24,2.06,1.6,35.1,20.2,32.15,41,205.6,53,0.02,6,107.45,1231.8,1477.04
"Rodentia","Muridae","Pelomys","isseli","Pelomys isseli",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,85,0.04,0.68,0.36,32.81,32.27,32.54,6,184.33,6,0.25,0,0,0,0
"Rodentia","Muridae","Pelomys","minor","Pelomys minor",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1297;2655",0,0,0,0,1043824.08,2.83,12.66,7.74,32.25,10.48,25.87,2,21.2,2,0.16,111.73,225.67,1013.4,1505.2
"Lagomorpha","Leporidae","Pentalagus","furnessi","Pentalagus furnessi",1,0,0,443,0,0,0,0,3,0,0,2,0,0,0,2.44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"2;95;511;899;1292;2758",2205.21,0,0,0,60.37,28.51,27.65,28.08,120.72,128.88,120.3,365,365,365,0.04,0,0,0,0
"Rodentia","Cricetidae","Oecomys","concolor","Oecomys concolor",0,46.33,0,0,0,0,0,0,0,0,0,1,0,0,0,2.05,4.2,0,0,0,135.08,0,2.8,0,0,2,0,0,0,0,"730;1297;2151;2655",0,0,0,0,5462130.43,11.51,27.15,7.81,45.83,77.88,61.86,0,14.6,0,0.12,160.67,248.01,1428.02,1586.33
"Rodentia","Cricetidae","Oecomys","flavicans","Oecomys flavicans",0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,40871.5,11.14,7.7,0.46,66.02,73.04,60.53,7,176.78,11,0.11,0,233.6,1363.8,1725.75
"Rodentia","Cricetidae","Oecomys","mamorae","Oecomys mamorae",0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,30350.65,11.43,20.46,15.05,55.87,72.1,63,0,4.15,0,0.16,131.24,236.03,1243.04,1474.37
"Rodentia","Cricetidae","Oecomys","paricola","Oecomys paricola",0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oecomys","phaeotis","Oecomys phaeotis",0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,102030.14,8.86,14.4,11.68,60.08,75.7,72.43,1,7.24,1,0.08,207.5,201.8,1302.38,1467.62
"Rodentia","Cricetidae","Oecomys","rex","Oecomys rex",0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,518332.04,8.63,1.11,3.75,40.87,61.2,55.54,0,3.33,0,0.08,176.38,253.61,1505.22,1722.07
"Rodentia","Cricetidae","Oecomys","roberti","Oecomys roberti",0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,2124830.5,7.56,13.57,3,51.41,74.03,62.72,0,1.67,0,0.11,186.5,251.1,1517.52,1607.72
"Rodentia","Cricetidae","Oecomys","rutilus","Oecomys rutilus",0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,442170.04,8.53,1.18,4.86,51.64,61.38,56.51,0,3.44,0,0,160.63,252.44,1527.12,1718.02
"Rodentia","Cricetidae","Oecomys","speciosus","Oecomys speciosus",0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,273664.21,10.76,4.04,7.4,57.13,65.27,61.2,0,10.65,0,0.11,131.56,243.4,1566.62,1740
"Rodentia","Cricetidae","Oecomys","superans","Oecomys superans",0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,236084.26,0.18,13.43,6.81,68.85,77.83,73.34,0,3.52,1,0.14,230.78,251.72,1400.76,1464.02
"Rodentia","Cricetidae","Oecomys","trinitatis","Oecomys trinitatis",0,73.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"890;2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Muridae","Oenomys","hypoxanthus","Oenomys hypoxanthus",1,80.84,0,0,0,0,0,0,0,0,0,2,0,0,0,2.81,0,0,0,0,3737.06,0,116.06,0,0,2,0,30,30,0,"730;773;904;1297;2361;2399;2655",0,0,0,0,4812175.01,0.22,13.25,2.01,30.03,3.14,21.53,0,42.05,1,0.14,120.72,232.87,1244.21,1537.81
"Rodentia","Muridae","Oenomys","ornatus","Oenomys ornatus",0,85.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,456581.35,10.8,4.35,7.62,0.01,13.15,6.58,3,70.28,8,0.07,178.24,255.08,1201.31,1548.72
"Artiodactyla","Giraffidae","Okapia","johnstoni","Okapia johnstoni",3,230001.14,0,2000,0,0,0,0,1,0,442,1,4.63,6,0,0.08,1,306,18325.61,0,1.02,0,47.05,1,4,1,1,181.46,0,0,"395;511;543;730;869;899;1297;1573;1792;1848;2655",0,0,0,0,1105707.06,5.13,8.28,1.57,30.73,18.12,24.43,1,10.42,2,0.14,143,240.38,1428.28,1604.05
"Rodentia","Echimyidae","Olallamys","albicauda","Olallamys albicauda",0,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,45105.03,0.88,5.12,7.5,72.87,76.04,74.46,13,70.03,13,0.08,122.16,200.86,1450.02,1570.8
"Rodentia","Echimyidae","Olallamys","edax","Olallamys edax",1,206.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"2151;2655",0,0,0,0,13734.28,8.04,7.68,8.31,71.11,72.38,71.75,8,66.68,8,0.08,106.56,232.86,1448.07,1608.07
"Rodentia","Cricetidae","Oligoryzomys","andinus","Oligoryzomys andinus",0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,200020.57,6.73,18.23,12.48,65.38,78.1,71.7,1,22.07,3,0.07,72.87,100.64,813.45,1324.41
"Rodentia","Cricetidae","Oligoryzomys","arenalis","Oligoryzomys arenalis",0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,2706.32,4.3,13.13,8.76,76.06,81.2,78.63,7,134.03,11,0.08,22.33,150.01,478.08,1336.12
"Rodentia","Cricetidae","Oligoryzomys","brendae","Oligoryzomys brendae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oligoryzomys","chacoensis","Oligoryzomys chacoensis",1,23,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,"905;2655",0,0,0,0,827771.43,15.3,26.72,21.06,55.55,65.1,60.33,0,5.15,0,0.11,86.45,230.08,1051.32,1313.63
