"MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","1-1_ActivityCycle","5-1_AdultBodyMass_g","8-1_AdultForearmLen_mm","13-1_AdultHeadBodyLen_mm","2-1_AgeatEyeOpening_d","3-1_AgeatFirstBirth_d","18-1_BasalMetRate_mLO2hr","5-2_BasalMetRateMass_g","6-1_DietBreadth","7-1_DispersalAge_d","9-1_GestationLen_d","12-1_HabitatBreadth","22-1_HomeRange_km2","22-2_HomeRange_Indiv_km2","14-1_InterbirthInterval_d","15-1_LitterSize","16-1_LittersPerYear","17-1_MaxLongevity_m","5-3_NeonateBodyMass_g","13-2_NeonateHeadBodyLen_mm","21-1_PopulationDensity_n/km2","10-1_PopulationGrpSize","23-1_SexualMaturityAge_d","10-2_SocialGrpSize","24-1_TeatNumber","12-2_Terrestriality","6-2_TrophicLevel","25-1_WeaningAge_d","5-4_WeaningBodyMass_g","13-3_WeaningHeadBodyLen_mm","References","5-5_AdultBodyMass_g_EXT","16-2_LittersPerYear_EXT","5-6_NeonateBodyMass_g_EXT","5-7_WeaningBodyMass_g_EXT","26-1_GR_Area_km2","26-2_GR_MaxLat_dd","26-3_GR_MinLat_dd","26-4_GR_MidRangeLat_dd","26-5_GR_MaxLong_dd","26-6_GR_MinLong_dd","26-7_GR_MidRangeLong_dd","27-1_HuPopDen_Min_n/km2","27-2_HuPopDen_Mean_n/km2","27-3_HuPopDen_5p_n/km2","27-4_HuPopDen_Change","28-1_Precip_Mean_mm","28-2_Temp_Mean_01degC","30-1_AET_Mean_mm","30-2_PET_Mean_mm"
"Rodentia","Cricetidae","Oligoryzomys","delticola","Oligoryzomys delticola",1,20.3,0,0,0,0,0,0,2,0,0,1,0,0,0,3.3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,"890;1297;2655",0,0,0,0,372583.05,26,34.07,30.4,52.65,60,56.37,3,53.85,5,0.05,111.31,174.03,1016,1120.48
"Rodentia","Cricetidae","Oligoryzomys","destructor","Oligoryzomys destructor",0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,668004.6,3.32,26.57,11.62,63,70.24,71.16,0,10.36,1,0.11,114.1,145.22,1030.1,1422.01
"Rodentia","Cricetidae","Oligoryzomys","eliurus","Oligoryzomys eliurus",0,34.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.06,0,0,0,0,0,0,0,0,0,"730;2655",0,0,0,0,2271102.06,7.14,26.55,16.84,34.81,57.04,46.38,1,63.02,2,0.07,112,210.73,1138.23,1305.26
"Rodentia","Cricetidae","Oligoryzomys","flavescens","Oligoryzomys flavescens",1,21.3,0,0,0,0,0,0,2,0,0,1,0,0,0,4.05,0,0,0,0,0,0,0,0,0,1,2,0,0,0,"890;896;1297;2034;2655",0,0,0,0,1101364.27,22.6,37.88,30.24,46.5,64.03,55.26,1,53.42,4,0.05,115.24,170.1,1076.6,1164.14
"Rodentia","Cricetidae","Oligoryzomys","fornesi","Oligoryzomys fornesi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oligoryzomys","fulvescens","Oligoryzomys fulvescens",1,25,0,0,0,0,0,0,0,0,0,1,0,0,0,3.64,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"905;1297;2655",0,0,0,0,2286363.05,25.66,6.5,0.53,40.87,105.7,77.78,0,47.68,1,0.13,142.8,235.05,1308.87,1613.67
"Rodentia","Cricetidae","Oligoryzomys","griseolus","Oligoryzomys griseolus",0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,5640.42,7,6,7.45,72,72.6,72.35,0,75.74,0,0,114.18,135.16,1353.01,1578.18
"Rodentia","Cricetidae","Oligoryzomys","longicaudatus","Oligoryzomys longicaudatus",0,27.54,0,0,0,0,51.01,28.2,4,0,0,2,0.000641,0.00082,0,4.77,0,0,0,0,361.16,0,27.72,0,0,2,2,0,0,0,"672;730;890;1297;1492;1822;2655",0,0,0,0,12835.74,12.5,54.84,33.71,63.42,74.62,60.02,0,22.82,0,0.08,76.68,64.23,560.77,1030.71
"Rodentia","Cricetidae","Oligoryzomys","magellanicus","Oligoryzomys magellanicus",0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,46140.03,52.46,55.05,53.75,65.13,71.24,68.1,0,2.8,0,0.3,33.28,41.03,328.2,407.53
"Rodentia","Cricetidae","Oligoryzomys","microtis","Oligoryzomys microtis",1,22.5,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,"905;2655",0,0,0,0,3711072.03,2.31,27.02,15.12,52.05,75.2,64.07,0,4.6,0,0.14,150.36,241.61,1307.04,1485.57
"Rodentia","Cricetidae","Oligoryzomys","nigripes","Oligoryzomys nigripes",1,20.33,0,61.7,0,0,0,0,4,0,0,1,0,0,0,3.5,0,0,0,0,2174.57,0,47.3,1,0,2,2,14.44,0,0,"730;890;905;1297;1843;1849;2655",0,0,0,0,1106402.37,21.56,38.86,30.21,48.35,66.8,57.62,1,33.02,2,0.07,4.06,182.75,1010.51,1165.05
"Rodentia","Cricetidae","Oligoryzomys","stramineus","Oligoryzomys stramineus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oligoryzomys","vegetus","Oligoryzomys vegetus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,23114.34,10.63,8.31,0.47,81.68,84.83,83.26,0,62.51,0.5,0.12,262.1,240.67,1370.2,1736.63
"Rodentia","Cricetidae","Oligoryzomys","victus","Oligoryzomys victus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnivora","Phocidae","Ommatophoca","rossii","Ommatophoca rossii",2,208252.12,0,2061.84,0,0,0,0,1,28,340.7,2,0,0,365,0.06,0,252,17000,0,0.16,0,1480.84,1,0,1,3,27.84,0,0,"367;543;890;905;1297;2151;2655;2986",0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Ondatra","zibethicus","Ondatra zibethicus",2,1.31,0,276.67,14.5,365,841.27,1067.3,5,0,27.86,3,0.00321,0.0034,30,6.55,2.43,120,21,0,0,0,108.11,0,6,1,2,27.84,153.7,0,"543;912;1215;1297;1473;1573;1577;1849;1949;2550;2655;2950;3039",0,0,0,0,14671151.06,68.46,28.02,48.6,52.63,168.12,110.38,0,18.34,0,0.04,52.25,30.61,455.05,508.8
"Diprotodontia","Macropodidae","Onychogalea","fraenata","Onychogalea fraenata",0,4052.05,0,525,0,0,0,0,1,0,23,1,0.33,0.31,125,1,0,60,0,0,20,1,200.75,0,0,1,1,164.53,1232.88,0,"899;955;1297;1573;1760;1848;2655",0,1.8,0,0,14215.63,23.2,24.5,23.8,140.17,147.87,148.52,0,0.41,0,0,54.76,205.11,756.31,1453.2
"Diprotodontia","Macropodidae","Onychogalea","lunata","Onychogalea lunata",0,3400,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1760;1848;2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diprotodontia","Macropodidae","Onychogalea","unguifera","Onychogalea unguifera",0,6404.73,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"955;1760;1848;2655;2986",0,0,0,0,1113720.55,11.11,10.58,15.35,144.06,122.13,133,0,0.43,0,0.00366,66.62,264.27,740.07,1711.2
"Rodentia","Cricetidae","Onychomys","arenicola","Onychomys arenicola",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,781840.35,38,21,20.05,0.63,100.01,104.32,0,16.22,0,0.1,27.86,153.5,458.16,1137.06
"Rodentia","Cricetidae","Oryzomys","curasoae","Oryzomys curasoae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oryzomys","devius","Oryzomys devius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,15001.86,10.3,8.5,0.4,82.28,84.68,83.48,0,77.73,0,0.11,245.01,240.61,1384.66,1785.18
"Rodentia","Cricetidae","Oryzomys","dimidiatus","Oryzomys dimidiatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,2702.35,12.1,11.61,11.85,83.83,84.41,84.12,6,12,6,0.06,205.75,250,1482.52,1022.24
"Rodentia","Cricetidae","Oryzomys","emmonsae","Oryzomys emmonsae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oryzomys","galapagoensis","Oryzomys galapagoensis",0,63.51,0,112.71,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2200,0,0,0,0,0,0,0,0,0,"641",0,0,0,0,23.33,0.7,0.83,0.81,0.02,0.08,0.05,4,4,4,0.33,0,0,0,0
"Rodentia","Cricetidae","Oryzomys","gorgasi","Oryzomys gorgasi",0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,3724.47,8.12,7.4,7.76,76.64,77.34,76,4,17.66,4,0.08,232.87,254.83,1552.66,1653.11
"Rodentia","Cricetidae","Oryzomys","hammondi","Oryzomys hammondi",0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,25037.04,1,1.54,0.22,77.83,70.38,78.6,0,74.55,0,0.11,133.52,188.87,1336.18,1462.46
"Rodentia","Cricetidae","Oryzomys","keaysi","Oryzomys keaysi",0,58.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,103630.84,11.14,17.18,14.16,65.3,74.55,60.03,1,17.8,1,0.13,157.08,156.43,1128.52,1424.8
"Rodentia","Cricetidae","Oryzomys","lamia","Oryzomys lamia",0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,6408.1,18.35,10.13,18.74,47.57,48.55,48.06,11,31.25,11,0.04,137.44,207.86,1120.25,1416.44
"Rodentia","Cricetidae","Oryzomys","laticeps","Oryzomys laticeps",0,40.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.15,0,0,0,0,0,0,0,0,0,"730;2655",0,0,0,0,313335.16,3.7,13.55,8.62,34.7,40.81,37.8,7,130.4,14.5,0.07,8.67,242.2,6.27,1473.07
"Rodentia","Cricetidae","Oryzomys","legatus","Oryzomys legatus",0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,5064.08,18.6,23.38,21.04,61.8,65.16,63.53,0,4.48,1,0,78.03,187.51,865.64,1504.23
"Rodentia","Cricetidae","Oryzomys","levipes","Oryzomys levipes",0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,127740.8,12.37,18.4,15.3,64.26,72.03,68.14,1,20,1,0.12,151.2,133.65,1100.27,1370.82
"Rodentia","Cricetidae","Oryzomys","macconnelli","Oryzomys macconnelli",1,66.4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,52.08,0,0,1,0,1,2,0,0,0,"730;905;2655",0,0,0,0,3728432.24,6.35,13.81,3.73,46.18,76.68,61.43,0,2.81,0,0.11,182.27,254.23,1475.6,1606.74
"Rodentia","Cricetidae","Oryzomys","maracajuensis","Oryzomys maracajuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oryzomys","marinhus","Oryzomys marinhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oryzomys","megacephalus","Oryzomys megacephalus",1,57,0,122.13,0,0,0,0,4,0,27.28,1,0.00604,0.00567,0,3.72,6.06,45,3.84,0,320,0,53.85,1,0,1,2,0,0,0,"730;905;921;979;1297;1573;1876;2151;2159;2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oryzomys","melanotis","Oryzomys melanotis",0,40,0,0,0,0,0,0,0,0,0,2,0,0,0,3.88,0,0,0,0,1023.05,0,0,0,0,2,0,0,0,0,"568;730;1297;2655",0,0,0,0,130186.08,23.85,15.64,10.74,5.44,106.88,101.16,4,36.06,8,0.06,88.73,206.43,860.58,1630.41
"Rodentia","Cricetidae","Oryzomys","meridensis","Oryzomys meridensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oryzomys","nelsoni","Oryzomys nelsoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oryzomys","nitidus","Oryzomys nitidus",1,55.1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,"890;905;2655",0,0,0,0,1300021.3,0.27,10.88,0.8,57.04,77.08,67.51,0,3.58,0,0.16,160.46,244.82,1320.43,1400.03
"Rodentia","Cricetidae","Oryzomys","palustris","Oryzomys palustris",1,53.26,0,133.5,8.75,0,0,0,5,0,24.74,2,0.00278,0.00274,0,4.08,0,28.5,3.4,0,534.88,0,40.02,0,16,1,2,11.44,21,0,"291;533;730;899;1235;1297;1577;1849;2118;2655;2774;3065",0,0,0,0,1511258.5,41.28,24.04,33.11,73.07,8.46,86.22,0,70.74,5,0.06,8.3,174.01,70.45,1004.88
"Rodentia","Cricetidae","Oryzomys","perenensis","Oryzomys perenensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Oryzomys","polius","Oryzomys polius",0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,66770,6.62,11.88,0.25,72.88,76.34,74.61,1,5.14,2,0.2,147,246.51,1414.23,1506.12
"Rodentia","Cricetidae","Oryzomys","rhabdops","Oryzomys rhabdops",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,48320.7,17.06,13.85,15.46,0.34,3.3,1.82,17,113.83,22,0,113.17,200.08,1327.3,1704
"Rodentia","Cricetidae","Oryzomys","rostratus","Oryzomys rostratus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,370484.12,24.37,13.14,18.76,86.73,0.84,3.28,3,58.17,4,0.14,111.6,244.37,1103.65,1560.35
"Rodentia","Cricetidae","Oryzomys","russatus","Oryzomys russatus",1,60.5,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,"905;2655",0,0,0,0,327055.46,18.88,24.17,21.52,30.6,47.52,43.61,7,100.66,10,0.05,123.76,108.46,1181,1366.32
"Rodentia","Cricetidae","Oryzomys","saturatior","Oryzomys saturatior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,127187.85,17.88,13.14,15.51,86.53,2.7,80.66,10,105.37,17,0.12,132.74,221.17,1312.18,1630.11
"Rodentia","Cricetidae","Oryzomys","scotti","Oryzomys scotti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Neotoma","micropus","Neotoma micropus",2,255.14,0,212.68,13.5,0,0,0,5,182.5,34,0,2004,2e-04,0,2.5,2,27,11.7,0,2520.01,0,172.7,0,0,0,1,20.83,0,0,"450;730;952;1297;1573;2393;2655;2924",0,0,0,0,1066068.81,38.38,21.34,20.86,6.76,108.03,102.85,0,16.87,0,0.07,30.57,172.07,578.71,1140.31
"Rodentia","Cricetidae","Neotoma","nelsoni","Neotoma nelsoni",0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,401.2,10.44,10.23,10.34,7.18,7.38,7.28,100,100,100,0.08,135,104,1082,1223
"Rodentia","Cricetidae","Neotoma","palatina","Neotoma palatina",0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,12276.38,23.11,21.28,22.1,103.35,104.23,103.7,4,10.18,4,0.04,55.03,162.6,712.06,1370.13
"Rodentia","Cricetidae","Neotoma","phenax","Neotoma phenax",0,227.4,0,106,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1297;1641;2655",0,0,0,0,42812.73,28.31,24.26,26.2,107.44,111.37,100.4,3,42.76,4,0.1,26.35,238.77,656.05,1364.05
"Rodentia","Cricetidae","Neotoma","stephensi","Neotoma stephensi",0,140.22,0,161,13,0,0,0,3,0,31.65,0,0,0,130,1.06,1,0,10.6,0,0,0,324.33,0,0,0,2,36.6,34,0,"1297;1515;2655;2923;2924",0,0,0,0,227258.75,37.2,32.41,34.85,106.38,114.48,110.43,0,5.77,0,0.12,24.01,120.18,387.54,1132.57
"Rodentia","Cricetidae","Neotomodon","alstoni","Neotomodon alstoni",1,44.64,0,115.16,10,0,0,0,0,0,27.2,2,0.00152,0.00132,0,3.2,2.5,0,3.4,20,3370.42,0,106.63,0,0,1,0,0,0,0,"730;925;926;1297;1832;2655;3030",0,0,0,0,47683.5,10.06,18.7,10.37,6.84,102.53,0.68,10,328,24,0,0.07,172.71,31.06,1354.62
"Rodentia","Cricetidae","Neotomys","ebriosus","Neotomys ebriosus",0,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,850787.06,7.45,20.71,18.58,64.02,78.13,71.08,0,13.47,0,0.06,63.04,48.08,634.86,1307.3
"Artiodactyla","Bovidae","Neotragus","batesi","Neotragus batesi",2,2067.45,0,540,0,365,0,0,4,0,181.24,1,0,0,0,1,0,168,400,0,0,0,366.52,0,4,1,1,0,0,0,"904;1297;1848;2655;2693;2986",0,0,0,0,1080048.06,8.02,4.03,1,30.02,6.03,18.47,0,41.03,1,0.1,144.05,238.25,1384.8,1560.58
"Artiodactyla","Bovidae","Neotragus","moschatus","Neotragus moschatus",2,5630.01,0,500,0,0,0,0,5,0,180,1,0,0,0,1,0,168,0,0,17.32,0,107.64,1.5,4,1,1,0,0,0,"543;869;1052;1297;1525;1848;2629;2655;2693",0,0,0,0,1612115.5,2.16,28.74,13.2,40.84,30.22,35.53,1,42.01,2,0.1,75.22,231.84,8.38,1518.2
"Artiodactyla","Bovidae","Neotragus","pygmaeus","Neotragus pygmaeus",2,3013.68,0,400,0,0,0,0,4,0,180,0,0,0,0,1,0,168,0,0,0,0,0,2,4,0,1,0,0,0,"543;1525;1848;2655;2693",0,0,0,0,426515,0.27,4.35,6.81,0.13,13.32,6.5,3,74.42,8,0.07,176.5,256.17,1310.62,1560.33
"Carnivora","Mustelidae","Neovison","macrodon","Neovison macrodon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnivora","Mustelidae","Neovison","vison","Neovison vison",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,13218502.4,71.3,24.04,48.16,55.61,168.12,111.87,0,20.21,0,0.03,55.37,14.01,458.26,520.25
"Soricomorpha","Soricidae","Nesiotites","hidalgo","Nesiotites hidalgo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soricomorpha","Soricidae","Nesiotites","similis","Nesiotites similis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Muridae","Nesokia","bunnii","Nesokia bunnii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,125600.02,33.7,20.5,31.65,40.34,43.06,46.65,6,78.56,21,0.08,13.8,234.02,103.33,1300.2
"Rodentia","Muridae","Nesokia","indica","Nesokia indica",0,178.08,0,0,0,0,0,0,2,0,17,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"679;1297;2329;2655",0,0,0,0,3123147.51,44.14,22.73,33.44,3.64,48.71,71.18,0,71.5,1,0.14,23.65,158.25,260.32,1122.51
"Lagomorpha","Leporidae","Nesolagus","netscheri","Nesolagus netscheri",1,1511.67,0,377.73,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"95;511;899;990;1952",0,0,0,0,15003.21,3.3,5,0.84,104.56,7.51,101.03,30,83.11,30,0.16,260.74,238.81,1856.66,1875.02
"Lagomorpha","Leporidae","Nesolagus","timminsi","Nesolagus timminsi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,57.06,18.41,18.33,18.37,105.26,105.18,105.22,60,60,60,0.11,147,183,1100,1450
"Rodentia","Nesomyidae","Nesomys","audeberti","Nesomys audeberti",0,214.04,0,0,0,0,0,0,2,0,0,0,0.00741,0.00606,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1048;1573;2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Nesomyidae","Nesomys","lambertoni","Nesomys lambertoni",0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Nesomyidae","Nesomys","rufus","Nesomys rufus",2,163.06,0,208,0,0,0,0,2,0,0,0,0.003,0.00366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1048;1573;2152;2333;2655",0,0,0,0,65566.48,13.66,22.77,18.21,50.11,46.75,48.43,8,43.74,10,0.18,160.07,101.8,1325.2,1577.46
"Soricomorpha","Nesophontidae","Nesophontes","edithae","Nesophontes edithae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soricomorpha","Nesophontidae","Nesophontes","hypomicrus","Nesophontes hypomicrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soricomorpha","Nesophontidae","Nesophontes","longirostris","Nesophontes longirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soricomorpha","Nesophontidae","Nesophontes","major","Nesophontes major",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soricomorpha","Nesophontidae","Nesophontes","micrus","Nesophontes micrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soricomorpha","Nesophontidae","Nesophontes","paramicrus","Nesophontes paramicrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soricomorpha","Nesophontidae","Nesophontes","submicrus","Nesophontes submicrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soricomorpha","Nesophontidae","Nesophontes","superstes","Nesophontes superstes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soricomorpha","Nesophontidae","Nesophontes","zamicrus","Nesophontes zamicrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Muridae","Nesoromys","ceramicus","Nesoromys ceramicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,2716.44,2.01,3.32,3.11,120.88,120.11,120.4,23,23,23,0.04,280.5,233.5,0,0
"Rodentia","Cricetidae","Nesoryzomys","darwini","Nesoryzomys darwini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
